image_nr,image_name,file_path,cr
74,air_mattress_03s.jpg,images/air_mattress/air_mattress_03s.jpg,0.780487805
75,air_mattress_04s.jpg,images/air_mattress/air_mattress_04s.jpg,0.85
76,air_mattress_05s.jpg,images/air_mattress/air_mattress_05s.jpg,0.85
77,air_mattress_06s.jpg,images/air_mattress/air_mattress_06s.jpg,0.794871795
78,air_mattress_07s.jpg,images/air_mattress/air_mattress_07s.jpg,0.738095238
79,air_mattress_08s.jpg,images/air_mattress/air_mattress_08s.jpg,0.880952381
80,air_mattress_09s.jpg,images/air_mattress/air_mattress_09s.jpg,0.813953488
81,air_mattress_10s.jpg,images/air_mattress/air_mattress_10s.jpg,0.833333333
82,air_mattress_11s.jpg,images/air_mattress/air_mattress_11s.jpg,0.769230769
83,air_mattress_12s.jpg,images/air_mattress/air_mattress_12s.jpg,0.731707317
84,air_mattress_13s.jpg,images/air_mattress/air_mattress_13s.jpg,0.780487805
85,air_pump_01s.jpg,images/air_pump/air_pump_01s.jpg,0.634146341
86,air_pump_02s.jpg,images/air_pump/air_pump_02s.jpg,0.634146341
87,air_pump_03s.jpg,images/air_pump/air_pump_03s.jpg,0.615384615
88,air_pump_04s.jpg,images/air_pump/air_pump_04s.jpg,0.775
89,air_pump_05s.jpg,images/air_pump/air_pump_05s.jpg,0.8
90,air_pump_06s.jpg,images/air_pump/air_pump_06s.jpg,0.775
91,air_pump_07s.jpg,images/air_pump/air_pump_07s.jpg,0.761904762
92,air_pump_08s.jpg,images/air_pump/air_pump_08s.jpg,0.785714286
93,air_pump_09s.jpg,images/air_pump/air_pump_09s.jpg,0.775
94,air_pump_10s.jpg,images/air_pump/air_pump_10s.jpg,0.675
95,air_pump_11s.jpg,images/air_pump/air_pump_11s.jpg,0.837209302
96,air_pump_12s.jpg,images/air_pump/air_pump_12s.jpg,0.666666667
97,air_pump_13s.jpg,images/air_pump/air_pump_13s.jpg,0.692307692
98,airbag_01b.jpg,images/airbag/airbag_01b.jpg,0.8
99,airbag_02s.jpg,images/airbag/airbag_02s.jpg,0.925
100,airbag_03s.jpg,images/airbag/airbag_03s.jpg,0.743589744
101,airbag_04s.jpg,images/airbag/airbag_04s.jpg,0.85
102,airbag_05s.jpg,images/airbag/airbag_05s.jpg,0.904761905
103,airbag_06s.jpg,images/airbag/airbag_06s.jpg,0.902439024
104,airbag_07s.jpg,images/airbag/airbag_07s.jpg,0.578947368
105,airbag_08s.jpg,images/airbag/airbag_08s.jpg,0.769230769
106,airbag_09s.jpg,images/airbag/airbag_09s.jpg,0.783783784
107,airbag_10s.jpg,images/airbag/airbag_10s.jpg,0.769230769
108,airbag_11s.jpg,images/airbag/airbag_11s.jpg,0.7
109,airbag_12s.jpg,images/airbag/airbag_12s.jpg,0.675
110,airbag_13s.jpg,images/airbag/airbag_13s.jpg,0.925
111,airbag_14s.jpg,images/airbag/airbag_14s.jpg,0.820512821
112,airbag_15s.jpg,images/airbag/airbag_15s.jpg,0.775
113,airbag_16s.jpg,images/airbag/airbag_16s.jpg,0.8
114,airboat_01s.jpg,images/airboat/airboat_01s.jpg,0.775
115,airboat_02s.jpg,images/airboat/airboat_02s.jpg,0.674418605
116,airboat_03s.jpg,images/airboat/airboat_03s.jpg,0.717948718
117,airboat_04s.jpg,images/airboat/airboat_04s.jpg,0.731707317
118,airboat_05s.jpg,images/airboat/airboat_05s.jpg,0.928571429
119,airboat_06s.jpg,images/airboat/airboat_06s.jpg,0.829268293
120,airboat_07s.jpg,images/airboat/airboat_07s.jpg,0.650609756
121,airboat_08s.jpg,images/airboat/airboat_08s.jpg,0.75
122,airboat_09s.jpg,images/airboat/airboat_09s.jpg,0.853658537
123,airboat_10s.jpg,images/airboat/airboat_10s.jpg,0.627906977
124,airboat_11s.jpg,images/airboat/airboat_11s.jpg,0.789473684
125,airboat_12s.jpg,images/airboat/airboat_12s.jpg,0.717948718
126,airboat_13s.jpg,images/airboat/airboat_13s.jpg,0.619047619
127,aircraft_carrier_01b.jpg,images/aircraft_carrier/aircraft_carrier_01b.jpg,0.875
128,aircraft_carrier_02s.jpg,images/aircraft_carrier/aircraft_carrier_02s.jpg,0.785714286
129,aircraft_carrier_03s.jpg,images/aircraft_carrier/aircraft_carrier_03s.jpg,0.9
130,aircraft_carrier_04s.jpg,images/aircraft_carrier/aircraft_carrier_04s.jpg,0.756097561
131,aircraft_carrier_05s.jpg,images/aircraft_carrier/aircraft_carrier_05s.jpg,0.756097561
132,aircraft_carrier_06s.jpg,images/aircraft_carrier/aircraft_carrier_06s.jpg,0.692307692
133,aircraft_carrier_07s.jpg,images/aircraft_carrier/aircraft_carrier_07s.jpg,0.725
134,aircraft_carrier_08s.jpg,images/aircraft_carrier/aircraft_carrier_08s.jpg,0.634146341
135,aircraft_carrier_09s.jpg,images/aircraft_carrier/aircraft_carrier_09s.jpg,0.536585366
136,aircraft_carrier_10s.jpg,images/aircraft_carrier/aircraft_carrier_10s.jpg,0.772727273
137,aircraft_carrier_11s.jpg,images/aircraft_carrier/aircraft_carrier_11s.jpg,0.769230769
138,aircraft_carrier_12s.jpg,images/aircraft_carrier/aircraft_carrier_12s.jpg,0.725
139,aircraft_carrier_13s.jpg,images/aircraft_carrier/aircraft_carrier_13s.jpg,0.75
140,aircraft_carrier_14s.jpg,images/aircraft_carrier/aircraft_carrier_14s.jpg,0.825
141,aircraft_carrier_15s.jpg,images/aircraft_carrier/aircraft_carrier_15s.jpg,0.710526316
142,aircraft_carrier_16s.jpg,images/aircraft_carrier/aircraft_carrier_16s.jpg,0.7
143,aircraft_carrier_17s.jpg,images/aircraft_carrier/aircraft_carrier_17s.jpg,0.853658537
144,aircraft_carrier_18s.jpg,images/aircraft_carrier/aircraft_carrier_18s.jpg,0.725
145,aircraft_carrier_19s.jpg,images/aircraft_carrier/aircraft_carrier_19s.jpg,0.846153846
146,aircraft_carrier_20s.jpg,images/aircraft_carrier/aircraft_carrier_20s.jpg,0.7
147,aircraft_carrier_21s.jpg,images/aircraft_carrier/aircraft_carrier_21s.jpg,0.761904762
148,aircraft_carrier_22s.jpg,images/aircraft_carrier/aircraft_carrier_22s.jpg,0.894736842
149,aircraft_carrier_23s.jpg,images/aircraft_carrier/aircraft_carrier_23s.jpg,0.846153846
150,airplane_01b.jpg,images/airplane/airplane_01b.jpg,0.720930233
151,airplane_02n.jpg,images/airplane/airplane_02n.jpg,0.840909091
152,airplane_03n.jpg,images/airplane/airplane_03n.jpg,0.8
153,airplane_04n.jpg,images/airplane/airplane_04n.jpg,0.833333333
154,airplane_05n.jpg,images/airplane/airplane_05n.jpg,0.772727273
155,airplane_06n.jpg,images/airplane/airplane_06n.jpg,0.707317073
156,airplane_07n.jpg,images/airplane/airplane_07n.jpg,0.820512821
157,airplane_08n.jpg,images/airplane/airplane_08n.jpg,0.75
158,airplane_09n.jpg,images/airplane/airplane_09n.jpg,0.829268293
159,airplane_10n.jpg,images/airplane/airplane_10n.jpg,0.80952381
160,airplane_11n.jpg,images/airplane/airplane_11n.jpg,0.756097561
161,airplane_12n.jpg,images/airplane/airplane_12n.jpg,0.846153846
162,album_01s.jpg,images/album/album_01s.jpg,0.725
163,album_02s.jpg,images/album/album_02s.jpg,0.775
164,album_03s.jpg,images/album/album_03s.jpg,0.666666667
165,album_04s.jpg,images/album/album_04s.jpg,0.688888889
166,album_05s.jpg,images/album/album_05s.jpg,0.619047619
167,album_06s.jpg,images/album/album_06s.jpg,0.780487805
168,album_07s.jpg,images/album/album_07s.jpg,0.634146341
169,album_08s.jpg,images/album/album_08s.jpg,0.675
170,album_09s.jpg,images/album/album_09s.jpg,0.45
171,album_10s.jpg,images/album/album_10s.jpg,0.658536585
172,album_11s.jpg,images/album/album_11s.jpg,0.717948718
173,album_12s.jpg,images/album/album_12s.jpg,0.641025641
174,album_13s.jpg,images/album/album_13s.jpg,0.707317073
175,album_14s.jpg,images/album/album_14s.jpg,0.829268293
176,album_15s.jpg,images/album/album_15s.jpg,0.666666667
177,album_16s.jpg,images/album/album_16s.jpg,0.829268293
178,alligator_01b.jpg,images/alligator/alligator_01b.jpg,0.785714286
179,alligator_02s.jpg,images/alligator/alligator_02s.jpg,0.88372093
180,alligator_03n.jpg,images/alligator/alligator_03n.jpg,0.804878049
181,alligator_04s.jpg,images/alligator/alligator_04s.jpg,0.9
182,alligator_05s.jpg,images/alligator/alligator_05s.jpg,0.853658537
183,alligator_06s.jpg,images/alligator/alligator_06s.jpg,0.825
184,alligator_07s.jpg,images/alligator/alligator_07s.jpg,0.857142857
185,alligator_08s.jpg,images/alligator/alligator_08s.jpg,0.857142857
186,alligator_09s.jpg,images/alligator/alligator_09s.jpg,0.8
187,alligator_10s.jpg,images/alligator/alligator_10s.jpg,0.842105263
188,alligator_11s.jpg,images/alligator/alligator_11s.jpg,0.804878049
189,alligator_12s.jpg,images/alligator/alligator_12s.jpg,0.840909091
190,alligator_13n.jpg,images/alligator/alligator_13n.jpg,0.829268293
191,alligator_14n.jpg,images/alligator/alligator_14n.jpg,0.825
192,almond_01b.jpg,images/almond/almond_01b.jpg,0.829268293
193,almond_02s.jpg,images/almond/almond_02s.jpg,0.804878049
194,almond_03s.jpg,images/almond/almond_03s.jpg,0.785714286
195,almond_04s.jpg,images/almond/almond_04s.jpg,0.794871795
196,almond_05s.jpg,images/almond/almond_05s.jpg,0.790697674
197,almond_06s.jpg,images/almond/almond_06s.jpg,0.65
198,almond_07s.jpg,images/almond/almond_07s.jpg,0.897435897
199,almond_08s.jpg,images/almond/almond_08s.jpg,0.925
200,almond_09s.jpg,images/almond/almond_09s.jpg,0.853658537
201,almond_10s.jpg,images/almond/almond_10s.jpg,0.868421053
202,almond_11s.jpg,images/almond/almond_11s.jpg,0.846153846
203,almond_12s.jpg,images/almond/almond_12s.jpg,0.868421053
204,almond_13s.jpg,images/almond/almond_13s.jpg,0.75
205,aloe_01b.jpg,images/aloe/aloe_01b.jpg,0.55
206,aloe_02s.jpg,images/aloe/aloe_02s.jpg,0.829268293
207,aloe_03n.jpg,images/aloe/aloe_03n.jpg,0.829268293
208,aloe_04s.jpg,images/aloe/aloe_04s.jpg,0.761904762
209,aloe_05s.jpg,images/aloe/aloe_05s.jpg,0.65
210,aloe_06s.jpg,images/aloe/aloe_06s.jpg,0.564102564
211,aloe_07s.jpg,images/aloe/aloe_07s.jpg,0.804878049
212,aloe_08n.jpg,images/aloe/aloe_08n.jpg,0.751219512
213,aloe_09s.jpg,images/aloe/aloe_09s.jpg,0.7
214,aloe_10s.jpg,images/aloe/aloe_10s.jpg,0.857142857
215,aloe_11n.jpg,images/aloe/aloe_11n.jpg,0.875
216,aloe_12n.jpg,images/aloe/aloe_12n.jpg,0.85
217,alpaca_01b.jpg,images/alpaca/alpaca_01b.jpg,0.789473684
218,alpaca_02s.jpg,images/alpaca/alpaca_02s.jpg,0.825
219,alpaca_03s.jpg,images/alpaca/alpaca_03s.jpg,0.775
220,alpaca_04s.jpg,images/alpaca/alpaca_04s.jpg,0.825
221,alpaca_05s.jpg,images/alpaca/alpaca_05s.jpg,0.761904762
222,alpaca_06s.jpg,images/alpaca/alpaca_06s.jpg,0.769230769
223,alpaca_07s.jpg,images/alpaca/alpaca_07s.jpg,0.775
224,alpaca_08s.jpg,images/alpaca/alpaca_08s.jpg,0.794871795
225,alpaca_09s.jpg,images/alpaca/alpaca_09s.jpg,0.785714286
226,alpaca_10s.jpg,images/alpaca/alpaca_10s.jpg,0.8
227,alpaca_11s.jpg,images/alpaca/alpaca_11s.jpg,0.945945946
228,alpaca_12s.jpg,images/alpaca/alpaca_12s.jpg,0.85
229,alpaca_13s.jpg,images/alpaca/alpaca_13s.jpg,0.857142857
230,alpaca_14s.jpg,images/alpaca/alpaca_14s.jpg,0.853658537
231,alpaca_15s.jpg,images/alpaca/alpaca_15s.jpg,0.790697674
232,altar_01b.jpg,images/altar/altar_01b.jpg,0.813953488
233,altar_02s.jpg,images/altar/altar_02s.jpg,0.714285714
234,altar_03s.jpg,images/altar/altar_03s.jpg,0.743589744
235,altar_04s.jpg,images/altar/altar_04s.jpg,0.775
236,altar_05s.jpg,images/altar/altar_05s.jpg,0.736842105
237,altar_06s.jpg,images/altar/altar_06s.jpg,0.731707317
238,altar_07s.jpg,images/altar/altar_07s.jpg,0.707317073
239,altar_08s.jpg,images/altar/altar_08s.jpg,0.85
240,altar_09s.jpg,images/altar/altar_09s.jpg,0.731707317
241,altar_10s.jpg,images/altar/altar_10s.jpg,0.780487805
242,altar_11n.jpg,images/altar/altar_11n.jpg,0.684210526
243,altar_12s.jpg,images/altar/altar_12s.jpg,0.794871795
244,altar_13s.jpg,images/altar/altar_13s.jpg,0.769230769
245,altar_14n.jpg,images/altar/altar_14n.jpg,0.692307692
246,altar_15s.jpg,images/altar/altar_15s.jpg,0.675
247,altar_16n.jpg,images/altar/altar_16n.jpg,0.625
248,altar_17n.jpg,images/altar/altar_17n.jpg,0.731707317
249,altar_18n.jpg,images/altar/altar_18n.jpg,0.853658537
250,aluminum_foil_01b.jpg,images/aluminum_foil/aluminum_foil_01b.jpg,0.925
251,aluminum_foil_02s.jpg,images/aluminum_foil/aluminum_foil_02s.jpg,0.634146341
252,aluminum_foil_03s.jpg,images/aluminum_foil/aluminum_foil_03s.jpg,0.743589744
253,aluminum_foil_04s.jpg,images/aluminum_foil/aluminum_foil_04s.jpg,0.69047619
254,aluminum_foil_05s.jpg,images/aluminum_foil/aluminum_foil_05s.jpg,0.7
255,aluminum_foil_06s.jpg,images/aluminum_foil/aluminum_foil_06s.jpg,0.804878049
256,aluminum_foil_07s.jpg,images/aluminum_foil/aluminum_foil_07s.jpg,0.75
257,aluminum_foil_08s.jpg,images/aluminum_foil/aluminum_foil_08s.jpg,0.785714286
258,aluminum_foil_09s.jpg,images/aluminum_foil/aluminum_foil_09s.jpg,0.846153846
259,aluminum_foil_10s.jpg,images/aluminum_foil/aluminum_foil_10s.jpg,0.780487805
260,aluminum_foil_11s.jpg,images/aluminum_foil/aluminum_foil_11s.jpg,0.8
261,aluminum_foil_12s.jpg,images/aluminum_foil/aluminum_foil_12s.jpg,0.65
262,aluminum_foil_13s.jpg,images/aluminum_foil/aluminum_foil_13s.jpg,0.769230769
263,aluminum_foil_14s.jpg,images/aluminum_foil/aluminum_foil_14s.jpg,0.902439024
264,aluminum_foil_15s.jpg,images/aluminum_foil/aluminum_foil_15s.jpg,0.725
265,amber_01b.jpg,images/amber/amber_01b.jpg,0.87804878
266,amber_02s.jpg,images/amber/amber_02s.jpg,0.85
267,amber_03s.jpg,images/amber/amber_03s.jpg,0.682926829
268,amber_04s.jpg,images/amber/amber_04s.jpg,0.860465116
269,amber_05s.jpg,images/amber/amber_05s.jpg,0.875
270,amber_06s.jpg,images/amber/amber_06s.jpg,0.619047619
271,amber_07s.jpg,images/amber/amber_07s.jpg,0.725
272,amber_08s.jpg,images/amber/amber_08s.jpg,0.891304348
273,amber_09s.jpg,images/amber/amber_09s.jpg,0.761904762
274,amber_10s.jpg,images/amber/amber_10s.jpg,0.658536585
275,amber_11s.jpg,images/amber/amber_11s.jpg,0.775
276,amber_12s.jpg,images/amber/amber_12s.jpg,0.775
277,ambulance_01b.jpg,images/ambulance/ambulance_01b.jpg,0.804878049
278,ambulance_02s.jpg,images/ambulance/ambulance_02s.jpg,0.731707317
279,ambulance_03s.jpg,images/ambulance/ambulance_03s.jpg,0.769230769
280,ambulance_04s.jpg,images/ambulance/ambulance_04s.jpg,0.85
281,ambulance_05s.jpg,images/ambulance/ambulance_05s.jpg,0.785714286
282,ambulance_06s.jpg,images/ambulance/ambulance_06s.jpg,0.675
283,ambulance_07s.jpg,images/ambulance/ambulance_07s.jpg,0.666666667
284,ambulance_08s.jpg,images/ambulance/ambulance_08s.jpg,0.8
285,ambulance_09s.jpg,images/ambulance/ambulance_09s.jpg,0.785714286
286,ambulance_10s.jpg,images/ambulance/ambulance_10s.jpg,0.720930233
287,ambulance_11s.jpg,images/ambulance/ambulance_11s.jpg,0.743589744
288,ambulance_12s.jpg,images/ambulance/ambulance_12s.jpg,0.736842105
289,ambulance_13s.jpg,images/ambulance/ambulance_13s.jpg,0.710526316
290,amplifier_01s.jpg,images/amplifier/amplifier_01s.jpg,0.731707317
291,amplifier_02s.jpg,images/amplifier/amplifier_02s.jpg,0.780487805
292,amplifier_03s.jpg,images/amplifier/amplifier_03s.jpg,0.743589744
293,amplifier_04s.jpg,images/amplifier/amplifier_04s.jpg,0.85
294,amplifier_05s.jpg,images/amplifier/amplifier_05s.jpg,0.717948718
295,amplifier_06s.jpg,images/amplifier/amplifier_06s.jpg,0.775
296,amplifier_07s.jpg,images/amplifier/amplifier_07s.jpg,0.675
297,amplifier_08s.jpg,images/amplifier/amplifier_08s.jpg,0.871794872
298,amplifier_09s.jpg,images/amplifier/amplifier_09s.jpg,0.846153846
299,amplifier_10s.jpg,images/amplifier/amplifier_10s.jpg,0.853658537
300,amplifier_11s.jpg,images/amplifier/amplifier_11s.jpg,0.55
301,amplifier_12s.jpg,images/amplifier/amplifier_12s.jpg,0.714285714
302,amplifier_13s.jpg,images/amplifier/amplifier_13s.jpg,0.743589744
303,amplifier_14s.jpg,images/amplifier/amplifier_14s.jpg,0.825
304,amplifier_15s.jpg,images/amplifier/amplifier_15s.jpg,0.627906977
305,amplifier_16s.jpg,images/amplifier/amplifier_16s.jpg,0.7
306,anchor_01b.jpg,images/anchor/anchor_01b.jpg,0.75
307,anchor_02s.jpg,images/anchor/anchor_02s.jpg,0.853658537
308,anchor_03n.jpg,images/anchor/anchor_03n.jpg,0.65
309,anchor_04s.jpg,images/anchor/anchor_04s.jpg,0.80952381
310,anchor_05s.jpg,images/anchor/anchor_05s.jpg,0.804878049
311,anchor_06s.jpg,images/anchor/anchor_06s.jpg,0.923076923
312,anchor_07n.jpg,images/anchor/anchor_07n.jpg,0.717948718
313,anchor_08s.jpg,images/anchor/anchor_08s.jpg,0.789473684
314,anchor_09s.jpg,images/anchor/anchor_09s.jpg,0.846153846
315,anchor_10s.jpg,images/anchor/anchor_10s.jpg,0.65
316,anchor_11n.jpg,images/anchor/anchor_11n.jpg,0.738095238
317,anchor_12s.jpg,images/anchor/anchor_12s.jpg,0.7
318,anchor_13s.jpg,images/anchor/anchor_13s.jpg,0.682926829
319,anchor_14n.jpg,images/anchor/anchor_14n.jpg,0.738095238
320,ankle_01b.jpg,images/ankle/ankle_01b.jpg,0.850609756
321,ankle_02s.jpg,images/ankle/ankle_02s.jpg,0.820512821
322,ankle_03s.jpg,images/ankle/ankle_03s.jpg,0.857142857
323,ankle_04s.jpg,images/ankle/ankle_04s.jpg,0.868421053
324,ankle_05s.jpg,images/ankle/ankle_05s.jpg,0.717948718
325,ankle_06s.jpg,images/ankle/ankle_06s.jpg,0.904761905
326,ankle_07s.jpg,images/ankle/ankle_07s.jpg,0.863636364
327,ankle_08s.jpg,images/ankle/ankle_08s.jpg,0.744186047
328,ankle_09s.jpg,images/ankle/ankle_09s.jpg,0.789473684
329,ankle_10s.jpg,images/ankle/ankle_10s.jpg,0.897435897
330,ankle_11s.jpg,images/ankle/ankle_11s.jpg,0.85
331,ankle_12s.jpg,images/ankle/ankle_12s.jpg,0.875
332,anklet_01b.jpg,images/anklet/anklet_01b.jpg,0.95
333,anklet_02s.jpg,images/anklet/anklet_02s.jpg,0.857142857
334,anklet_03s.jpg,images/anklet/anklet_03s.jpg,0.769230769
335,anklet_04s.jpg,images/anklet/anklet_04s.jpg,0.902439024
336,anklet_05s.jpg,images/anklet/anklet_05s.jpg,0.875
337,anklet_06s.jpg,images/anklet/anklet_06s.jpg,0.9
338,anklet_07s.jpg,images/anklet/anklet_07s.jpg,0.846153846
339,anklet_08s.jpg,images/anklet/anklet_08s.jpg,0.926829268
340,anklet_09s.jpg,images/anklet/anklet_09s.jpg,0.868421053
341,anklet_10s.jpg,images/anklet/anklet_10s.jpg,0.925
342,anklet_11s.jpg,images/anklet/anklet_11s.jpg,0.666666667
343,anklet_12s.jpg,images/anklet/anklet_12s.jpg,0.87804878
344,ant_01b.jpg,images/ant/ant_01b.jpg,0.634146341
345,ant_02s.jpg,images/ant/ant_02s.jpg,0.790697674
346,ant_03s.jpg,images/ant/ant_03s.jpg,0.795454545
347,ant_04s.jpg,images/ant/ant_04s.jpg,0.871794872
348,ant_05s.jpg,images/ant/ant_05s.jpg,0.794871795
349,ant_06s.jpg,images/ant/ant_06s.jpg,0.743589744
350,ant_07s.jpg,images/ant/ant_07s.jpg,0.804878049
351,ant_08s.jpg,images/ant/ant_08s.jpg,0.785714286
352,ant_09s.jpg,images/ant/ant_09s.jpg,0.769230769
353,ant_10s.jpg,images/ant/ant_10s.jpg,0.595238095
354,ant_11s.jpg,images/ant/ant_11s.jpg,0.726829268
355,ant_12s.jpg,images/ant/ant_12s.jpg,0.744186047
356,anteater_01b.jpg,images/anteater/anteater_01b.jpg,0.891891892
357,anteater_02n.jpg,images/anteater/anteater_02n.jpg,0.743589744
358,anteater_03s.jpg,images/anteater/anteater_03s.jpg,0.787234043
359,anteater_04s.jpg,images/anteater/anteater_04s.jpg,0.682926829
360,anteater_05s.jpg,images/anteater/anteater_05s.jpg,0.75
361,anteater_06s.jpg,images/anteater/anteater_06s.jpg,0.948717949
362,anteater_07n.jpg,images/anteater/anteater_07n.jpg,0.743589744
363,anteater_08s.jpg,images/anteater/anteater_08s.jpg,0.8
364,anteater_09s.jpg,images/anteater/anteater_09s.jpg,0.756097561
365,anteater_10s.jpg,images/anteater/anteater_10s.jpg,0.684210526
366,anteater_11s.jpg,images/anteater/anteater_11s.jpg,0.756097561
367,anteater_12s.jpg,images/anteater/anteater_12s.jpg,0.825
368,antelope_01b.jpg,images/antelope/antelope_01b.jpg,0.75
369,antelope_02n.jpg,images/antelope/antelope_02n.jpg,0.775
370,antelope_03n.jpg,images/antelope/antelope_03n.jpg,0.775
371,antelope_04n.jpg,images/antelope/antelope_04n.jpg,0.675
372,antelope_05n.jpg,images/antelope/antelope_05n.jpg,0.763157895
373,antelope_06n.jpg,images/antelope/antelope_06n.jpg,0.609756098
374,antelope_07n.jpg,images/antelope/antelope_07n.jpg,0.56097561
375,antelope_08n.jpg,images/antelope/antelope_08n.jpg,0.8
